satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,heure_supplementaires,augementation_salaire_precedente,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement
3,1,5,4,2,3,3,43,19740,3,25,8,7,1,2,3,3,0,7,Non,14 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
1,2,5,3,3,4,3,49,18711,2,23,1,0,1,2,4,2,0,0,Non,13 %,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
3,3,1,2,3,2,3,36,3692,1,12,11,10,0,2,3,3,0,7,Non,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Frequent
4,4,1,2,3,2,3,48,2559,5,7,1,0,0,4,2,2,0,0,Non,11 %,M,Célibataire,Consulting,Consultant,Non,Entrepreunariat,Occasionnel
1,3,1,3,2,3,3,27,2517,1,5,5,3,3,2,4,2,0,3,Non,11 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,2,4,2,3,3,29,6623,1,6,6,0,2,2,7,3,1,0,Oui,11 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,2,5,4,3,4,3,48,18265,6,25,1,0,0,3,1,3,0,0,Non,12 %,M,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,2,4,4,2,2,3,29,16124,3,9,7,7,2,2,1,3,1,7,Non,14 %,F,Divorcé(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,4,1,3,4,2,3,34,2585,0,2,1,0,0,5,20,3,0,0,Non,17 %,F,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
2,3,5,2,3,3,3,44,18213,7,26,22,9,1,5,5,3,3,10,Non,11 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,4,3,3,4,3,3,33,8380,0,10,9,8,2,3,10,5,0,8,Oui,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
2,4,1,4,4,3,3,19,2994,1,1,1,0,0,2,25,3,0,1,Oui,12 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,1,3,4,3,4,23,1223,1,1,1,0,1,2,1,2,0,1,Non,22 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,1,1,4,4,3,3,25,1118,1,1,1,0,0,4,24,1,1,0,Oui,14 %,M,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Frequent
3,3,1,4,2,2,4,26,2875,1,8,8,5,0,2,4,2,2,2,Oui,20 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,1,5,2,1,3,3,45,18824,2,26,24,10,0,2,2,3,1,11,Oui,16 %,F,Célibataire,Commercial,Senior Manager,Oui,Marketing,Occasionnel
4,2,4,2,4,3,3,55,13577,1,34,33,9,1,3,8,1,15,0,Oui,15 %,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Aucun
1,2,1,3,3,1,4,21,2625,1,2,2,2,0,2,10,2,2,2,Non,20 %,F,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Frequent
4,2,5,2,3,3,3,46,18789,2,26,11,4,1,2,4,2,0,8,Non,14 %,F,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
3,3,2,1,4,3,3,34,4538,0,4,3,2,0,3,2,3,0,2,Oui,12 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,5,2,1,2,4,51,19847,4,31,29,10,1,5,9,3,11,10,Oui,24 %,M,Divorcé(e),Commercial,Senior Manager,Non,Infra & Cloud,Frequent
4,3,3,4,4,2,3,59,10512,6,25,9,7,0,6,18,4,5,4,Non,12 %,M,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
3,3,2,2,3,4,3,34,4444,4,15,11,8,2,2,19,3,5,10,Non,13 %,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Frequent
4,3,1,3,3,2,3,28,2154,0,5,4,2,0,2,1,4,0,2,Oui,11 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
3,4,5,1,4,2,3,44,19190,1,26,25,9,2,4,4,2,14,13,Non,14 %,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Occasionnel
3,2,2,2,4,4,3,34,4490,4,14,10,9,2,5,11,3,1,8,Non,11 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Frequent
3,3,1,3,4,3,3,35,3506,0,4,3,2,0,3,6,1,2,2,Oui,14 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,4,2,2,4,3,3,42,2372,6,18,1,0,0,2,7,4,0,0,Oui,16 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,2,3,4,4,4,3,43,10231,3,23,21,7,0,3,4,4,15,17,Non,14 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,2,2,4,3,3,36,5410,9,18,16,14,0,2,2,4,5,12,Oui,11 %,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,3,3,4,4,3,3,44,7978,1,10,10,7,1,2,15,3,0,5,Non,11 %,F,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Occasionnel
4,2,1,4,2,3,3,28,3867,1,2,2,2,1,2,2,3,2,2,Oui,12 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
2,2,1,3,2,2,3,51,2838,0,8,7,0,0,6,6,2,7,7,Non,14 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
3,3,2,3,3,3,3,30,4695,7,10,8,4,0,3,9,2,1,7,Oui,18 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Aucun
2,3,1,3,1,3,3,29,3339,3,10,7,7,2,2,7,3,7,7,Oui,13 %,F,Divorcé(e),Consulting,Consultant,Oui,Entrepreunariat,Occasionnel
4,3,1,1,2,2,3,28,2080,2,5,3,2,0,2,1,3,1,2,Non,11 %,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
4,3,1,2,4,2,3,25,2096,1,2,2,2,0,3,1,3,2,1,Non,18 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,4,2,4,3,4,3,32,6209,1,10,10,7,2,4,8,3,0,8,Non,15 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
2,3,5,2,3,3,4,45,18061,3,22,0,0,0,4,25,3,0,0,Non,22 %,F,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Frequent
3,2,4,2,4,3,3,39,17123,6,21,19,9,2,4,13,4,15,2,Oui,13 %,F,Divorcé(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
1,3,1,3,4,3,3,58,2372,1,2,2,2,2,3,23,4,2,2,Non,12 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,2,3,1,3,3,32,4883,1,10,10,4,1,3,7,2,1,1,Non,18 %,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,1,1,1,3,3,39,3904,0,6,5,2,0,2,23,3,0,3,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Occasionnel
1,2,2,4,1,3,3,30,4627,0,10,9,2,1,6,6,3,6,7,Non,12 %,F,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Occasionnel
4,3,3,3,1,3,3,36,7094,3,10,7,7,0,0,10,4,1,7,Non,12 %,F,Marié(e),Consulting,Manager,Non,Entrepreunariat,Occasionnel
4,3,1,1,3,4,3,46,3423,6,10,7,6,0,3,1,2,5,7,Non,12 %,F,Célibataire,Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Occasionnel
3,1,2,4,1,3,3,28,6674,0,10,9,8,3,6,1,3,7,5,Non,11 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
4,3,4,1,2,3,3,50,16880,4,25,3,2,0,2,28,3,1,2,Oui,11 %,F,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,2,3,2,3,3,3,40,9094,2,9,5,4,0,2,25,4,1,0,Oui,12 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
2,3,3,2,3,2,3,52,8446,9,10,8,7,0,2,5,3,7,7,Oui,19 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Occasionnel
2,3,3,1,4,3,4,30,11916,1,9,9,1,2,2,17,4,0,8,Oui,23 %,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
1,3,2,3,1,3,3,39,4534,0,9,8,7,0,6,18,2,1,7,Non,11 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
4,3,3,3,1,2,3,31,9852,1,10,10,8,1,5,2,4,9,6,Oui,19 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
3,1,2,2,1,3,3,41,6151,1,19,19,2,0,4,10,2,11,9,Non,13 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Aucun
4,3,1,2,1,4,3,31,2302,1,3,3,2,0,2,1,3,2,2,Oui,11 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Frequent
1,3,1,1,3,4,3,44,2362,4,10,3,2,0,4,3,3,1,2,Non,12 %,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,4,3,4,2,3,42,17861,0,21,20,8,0,3,2,1,2,10,Oui,13 %,M,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Aucun
4,1,5,3,4,3,3,55,19187,4,23,19,9,1,5,2,2,9,11,Non,14 %,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
4,3,5,2,1,3,3,56,19717,6,36,7,3,0,4,8,4,7,7,Non,14 %,M,Célibataire,Ressources Humaines,Senior Manager,Non,Infra & Cloud,Occasionnel
3,3,1,3,2,3,3,40,3544,9,6,4,2,1,0,16,2,0,0,Non,16 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Aucun
4,3,3,4,4,2,3,34,8500,0,10,9,7,1,0,9,3,1,6,Non,11 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
3,3,2,4,3,3,3,40,4661,1,9,9,8,0,4,2,3,8,8,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,2,1,4,3,3,41,4103,0,10,9,3,1,2,1,3,1,7,Non,17 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
3,3,2,3,2,3,3,35,4249,1,9,9,6,0,3,4,4,1,1,Oui,11 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,3,4,2,2,3,3,51,14026,1,33,33,9,1,2,5,3,0,10,Oui,11 %,M,Divorcé(e),Ressources Humaines,Senior Manager,Non,Infra & Cloud,Occasionnel
2,3,2,1,4,3,3,38,6893,3,11,7,7,1,3,2,2,1,7,Non,15 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
3,3,2,1,4,4,3,34,6125,1,10,10,8,0,6,15,2,9,6,Non,12 %,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,1,4,3,2,3,25,3669,3,7,3,2,3,6,19,1,1,2,Non,11 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,2,3,1,4,2,3,58,10008,7,31,10,9,0,0,7,4,5,9,Oui,14 %,F,Marié(e),Consulting,Tech Lead,Oui,Transformation Digitale,Occasionnel
2,3,1,2,3,3,4,40,2387,3,7,4,2,1,3,1,4,0,3,Non,22 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
1,4,2,1,4,2,3,36,4639,2,17,15,7,1,2,7,3,6,13,Non,16 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
4,3,3,4,3,3,3,48,7898,1,11,10,9,0,2,4,3,0,8,Non,11 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,4,1,4,2,3,3,27,2534,8,5,1,0,1,4,11,3,0,0,Non,14 %,F,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Occasionnel
4,2,4,2,2,2,3,51,13142,3,29,5,2,0,1,11,2,0,3,Non,16 %,F,Célibataire,Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
4,3,1,4,3,4,3,18,1611,1,0,0,0,0,5,1,3,0,0,Non,15 %,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Aucun
4,2,2,4,2,3,3,35,5363,0,10,9,7,1,0,1,3,0,0,Non,12 %,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,1,2,4,2,3,4,27,5071,3,8,6,2,0,3,2,1,0,0,Non,20 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
1,4,4,3,3,2,3,55,13695,6,24,19,7,0,2,13,4,3,8,Oui,17 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
4,3,4,2,1,3,3,56,13402,4,33,19,16,1,0,23,3,15,9,Oui,12 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,2,1,3,3,3,4,34,2029,1,5,5,4,3,2,26,1,0,0,Non,20 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Aucun
2,4,2,3,2,3,4,40,6377,5,15,12,11,3,0,2,1,11,8,Non,20 %,F,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,3,2,3,1,3,3,34,5429,4,10,8,7,2,1,29,3,7,7,Non,13 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,2,1,4,3,4,3,31,2785,7,3,1,0,0,3,2,3,0,0,Non,14 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Frequent
4,3,2,3,3,2,3,35,4614,0,5,4,2,1,0,18,4,3,2,Oui,18 %,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Frequent
4,4,1,3,4,3,3,38,2610,1,4,4,2,3,2,7,3,0,3,Non,11 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,3,2,4,4,4,3,34,6687,1,14,14,11,0,2,2,4,4,11,Non,11 %,F,Célibataire,Consulting,Manager,Non,Entrepreunariat,Occasionnel
3,2,2,1,3,3,3,28,4724,1,5,5,3,1,0,26,3,0,4,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,2,3,4,2,3,31,6179,1,10,10,2,2,3,22,4,6,7,Oui,15 %,M,Marié(e),Consulting,Tech Lead,Oui,Transformation Digitale,Occasionnel
1,2,2,4,4,4,3,39,6120,3,8,5,4,2,2,21,4,1,4,Oui,12 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,3,2,2,3,3,51,10596,2,14,4,2,0,5,2,3,3,2,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
4,3,2,4,1,2,3,41,5467,3,12,6,2,2,4,22,3,3,3,Oui,14 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,3,1,3,4,3,3,37,2996,7,8,6,4,0,2,4,1,1,3,Oui,15 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,2,4,1,4,3,33,9998,6,8,5,4,0,2,5,1,1,2,Non,13 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
3,3,2,2,1,2,3,32,4078,0,4,3,2,3,3,2,1,1,2,Oui,13 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,3,3,2,3,4,39,10920,3,13,6,4,1,2,25,2,0,5,Non,21 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Aucun
1,4,2,3,2,2,3,25,6232,2,6,3,2,0,3,18,1,1,2,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,4,4,3,2,2,3,52,13247,2,24,5,3,1,3,28,2,0,2,Oui,11 %,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Frequent
1,2,2,3,1,1,3,43,4081,1,20,20,7,0,3,6,3,1,8,Oui,14 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,2,2,4,4,3,3,27,5769,1,6,6,2,0,3,10,3,4,4,Oui,11 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,1,3,4,3,3,27,2394,1,8,8,2,0,2,17,4,7,7,Oui,13 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Occasionnel
1,2,1,4,4,3,3,26,3904,0,5,4,3,0,2,2,1,1,1,Non,12 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,3,4,1,3,3,3,42,16799,0,21,20,7,1,5,10,3,0,9,Non,14 %,F,Marié(e),Ressources Humaines,Senior Manager,Non,Ressources Humaines,Occasionnel
3,3,1,1,3,1,3,52,2950,9,12,5,4,0,2,8,4,0,4,Non,13 %,F,Marié(e),Consulting,Consultant,Non,Autre,Occasionnel
1,3,1,3,1,3,3,37,3629,4,8,3,2,0,6,11,3,0,2,Non,18 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,3,4,3,3,3,35,9362,2,10,2,2,0,2,18,2,2,2,Non,11 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Frequent
1,3,1,4,2,2,3,25,3229,4,7,3,2,1,2,1,3,0,2,Non,11 %,M,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Occasionnel
3,4,1,1,4,3,3,26,3578,0,8,7,7,0,2,7,3,0,7,Non,12 %,M,Célibataire,Consulting,Consultant,Non,Autre,Occasionnel
2,2,3,1,1,2,3,29,7988,1,10,10,9,0,3,17,3,0,9,Non,13 %,M,Célibataire,Ressources Humaines,Ressources Humaines,Non,Autre,Occasionnel
1,2,2,1,1,3,4,49,4284,3,20,4,3,0,2,28,2,1,3,Non,20 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Frequent
3,3,3,4,1,3,3,29,7553,0,9,8,7,0,1,14,1,7,7,Oui,12 %,F,Célibataire,Consulting,Manager,Oui,Autre,Frequent
4,3,4,4,4,2,3,54,17328,6,29,20,7,0,3,1,3,12,7,Non,19 %,F,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,3,5,1,3,3,4,58,19701,3,32,9,8,1,3,1,3,1,5,Oui,21 %,F,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
2,4,4,4,4,4,3,55,14732,2,31,7,7,2,4,1,4,0,0,Non,13 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
1,3,2,2,4,3,3,36,9278,3,15,5,4,0,3,3,4,0,1,Oui,16 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
2,1,1,3,2,3,3,31,1359,1,1,1,0,0,3,1,4,0,0,Non,12 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Frequent
4,3,2,1,2,3,3,30,4779,7,8,3,2,2,3,7,4,0,2,Non,14 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,4,2,3,4,3,31,16422,3,9,3,2,0,3,8,5,1,0,Non,11 %,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,3,1,1,3,3,3,34,2996,5,10,4,3,2,2,1,4,1,3,Non,14 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Autre,Frequent
1,2,1,2,3,4,3,31,1261,1,1,1,0,0,3,8,3,0,0,Non,12 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Occasionnel
2,3,1,1,2,4,3,27,2099,0,6,5,0,0,3,11,1,1,4,Non,14 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
1,2,2,4,3,2,3,36,5810,1,10,10,4,0,2,4,4,1,8,Non,16 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,2,2,1,1,2,3,36,5647,4,11,3,2,2,3,16,4,0,2,Non,13 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,1,4,3,2,3,47,3420,7,17,6,5,1,2,1,3,1,2,Non,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
1,2,1,1,1,3,3,25,4400,3,6,3,2,0,2,9,2,2,2,Non,12 %,M,Marié(e),Commercial,Représentant Commercial,Oui,Infra & Cloud,Occasionnel
3,4,1,3,1,1,3,37,3500,0,7,6,5,0,2,5,2,1,3,Non,14 %,M,Célibataire,Consulting,Consultant,Non,Entrepreunariat,Aucun
1,3,1,1,4,4,4,56,2066,2,5,3,2,1,3,1,2,1,0,Non,22 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,4,3,2,4,3,47,17169,3,26,20,17,2,2,2,4,5,6,Non,19 %,F,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,3,2,3,3,3,3,24,4162,1,5,5,4,2,3,4,1,0,3,Oui,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,2,4,3,2,3,32,9204,4,7,4,3,1,3,7,5,0,3,Non,12 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,2,1,2,1,2,3,34,3294,5,7,5,4,1,2,1,3,0,2,Non,17 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
2,4,1,3,1,2,3,41,2127,2,7,4,2,0,5,5,5,0,3,Oui,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,3,2,3,3,4,3,40,3975,3,11,8,7,2,2,9,4,0,7,Non,11 %,M,Divorcé(e),Consulting,Consultant,Non,Autre,Aucun
1,3,3,4,1,3,3,31,10793,1,13,13,7,1,5,8,2,9,9,Non,18 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
1,3,3,4,1,4,3,46,10096,4,28,7,7,1,1,9,3,4,3,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
1,2,1,1,2,4,4,39,3646,2,11,1,0,0,2,2,3,0,0,Oui,23 %,F,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Aucun
3,4,3,2,1,3,3,31,7446,1,10,10,8,0,2,1,5,4,7,Non,11 %,F,Célibataire,Consulting,Tech Lead,Oui,Infra & Cloud,Frequent
2,1,3,1,2,3,3,45,10851,2,24,7,7,1,2,20,3,0,7,Oui,18 %,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,4,1,2,4,3,3,31,2109,9,8,3,2,0,3,8,2,0,2,Non,18 %,F,Célibataire,Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Occasionnel
2,3,1,4,3,1,3,31,3722,6,7,2,2,1,2,2,3,2,2,Oui,13 %,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Frequent
2,3,3,4,4,4,3,45,9380,4,10,3,1,2,4,29,3,1,2,Oui,18 %,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
3,3,2,1,1,3,3,48,5486,4,15,2,2,3,3,7,3,2,2,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,1,3,4,3,3,34,2742,1,2,2,2,0,0,9,4,2,2,Non,15 %,F,Marié(e),Ressources Humaines,Ressources Humaines,Oui,Entrepreunariat,Occasionnel
4,2,3,2,3,3,3,40,13757,2,16,9,8,1,5,8,1,4,8,Non,11 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Aucun
4,3,2,1,4,3,3,28,8463,0,6,5,4,0,4,5,3,1,3,Non,18 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
3,2,1,3,4,3,3,44,3162,3,7,5,2,0,5,5,3,0,3,Non,14 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Aucun
4,4,4,2,2,2,3,53,16598,4,35,9,8,0,2,2,3,8,8,Non,12 %,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
1,3,2,3,2,2,3,49,6651,2,20,3,2,1,0,5,4,1,2,Non,14 %,M,Marié(e),Consulting,Manager,Non,Entrepreunariat,Occasionnel
3,3,1,3,3,4,3,40,2345,2,8,3,1,1,3,2,3,1,2,Non,14 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,1,2,3,2,3,44,3420,1,6,5,2,0,3,20,3,1,3,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,2,1,1,3,3,33,4373,0,5,4,3,2,2,7,3,0,3,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
4,1,2,1,4,3,3,34,4759,3,15,13,9,0,2,3,3,3,12,Non,18 %,M,Célibataire,Commercial,Cadre Commercial,Non,Autre,Occasionnel
4,3,2,3,3,2,3,30,5301,8,4,2,1,2,2,16,1,2,2,Non,15 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
1,3,1,4,3,3,3,42,3673,1,12,12,9,0,3,9,2,5,8,Non,13 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
1,3,2,3,3,2,3,44,4768,7,11,1,0,1,4,1,5,0,0,Non,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
3,3,1,3,2,2,3,30,1274,1,1,1,0,2,2,7,3,0,0,Non,13 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Aucun
2,4,2,3,1,2,4,57,4900,0,13,12,9,1,2,1,2,2,8,Non,24 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,3,2,2,3,3,49,10466,3,29,8,7,2,3,7,4,0,7,Non,14 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
2,3,4,1,4,2,3,34,17007,7,16,14,8,2,3,15,3,6,9,Non,14 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Frequent
1,3,1,3,4,4,3,28,2909,3,5,3,2,1,3,1,3,1,2,Non,15 %,M,Marié(e),Commercial,Représentant Commercial,Oui,Entrepreunariat,Frequent
1,3,2,2,1,1,3,29,5765,5,7,5,3,0,4,13,3,0,0,Non,11 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Entrepreunariat,Frequent
